#1_usercol	2_usercol	3_usercol	4_usercol	5_usercol	6_pct_at	7_pct_gc	8_num_A	9_num_C	10_num_G	11_num_T	12_num_N	13_num_oth	14_seq_len
gi|556503834|ref|NC_000913.3|	1303834	1304742	oppC	+	0.475771	0.524229	164	206	270	268	0	0	908
gi|556503834|ref|NC_000913.3|	1305764	1306768	oppF	+	0.484064	0.515936	234	245	273	252	0	0	1004
gi|556503834|ref|NC_000913.3|	1307185	1308645	clsA	-	0.482877	0.517123	387	397	358	318	0	0	1460
gi|556503834|ref|NC_000913.3|	1309016	1310269	kch	-	0.577015	0.422985	387	264	266	336	0	0	1253
gi|556503834|ref|NC_000913.3|	1311089	1311808	tonB	+	0.454798	0.545202	185	198	194	142	0	0	719
gi|556503834|ref|NC_000913.3|	1312351	1312890	yciB	-	0.534323	0.465677	175	130	121	113	0	0	539
gi|556503834|ref|NC_000913.3|	1312920	1313663	yciC	-	0.506057	0.493943	226	191	176	150	0	0	743
gi|556503834|ref|NC_000913.3|	1314020	1314658	ompW	+	0.498433	0.501567	151	145	175	167	0	0	638
gi|556503834|ref|NC_000913.3|	1314718	1315224	yciE	-	0.592885	0.407115	134	102	104	166	0	0	506
gi|556503834|ref|NC_000913.3|	1316416	1317222	trpA	-	0.464020	0.535980	191	217	215	183	0	0	806
gi|556503834|ref|NC_000913.3|	1317222	1318415	trpB	-	0.452640	0.547360	258	336	317	282	0	0	1193
gi|556503834|ref|NC_000913.3|	1318427	1319788	trpC	-	0.471712	0.528288	328	388	331	314	0	0	1361
gi|556503834|ref|NC_000913.3|	1319789	1321384	trpD	-	0.435737	0.564263	340	455	445	355	0	0	1595
gi|556503834|ref|NC_000913.3|	1321384	1322946	trpE	-	0.455826	0.544174	368	411	439	344	0	0	1562
gi|556503834|ref|NC_000913.3|	1323220	1324101	yciV	+	0.458570	0.541430	217	224	253	187	0	0	881
gi|556503834|ref|NC_000913.3|	1324098	1324718	yciO	+	0.517742	0.482258	159	143	156	162	0	0	620
gi|556503834|ref|NC_000913.3|	1324746	1326641	yciQ	+	0.529815	0.470185	434	405	486	570	0	0	1895
gi|556503834|ref|NC_000913.3|	1326852	1327727	rluB	+	0.461714	0.538286	200	205	266	204	0	0	875
gi|556503834|ref|NC_000913.3|	1327767	1328357	btuR	-	0.496610	0.503390	134	169	128	159	0	0	590
gi|556503834|ref|NC_000913.3|	1328354	1329112	yciK	-	0.474934	0.525066	169	194	204	191	0	0	758
gi|556503834|ref|NC_000913.3|	1329332	1330381	sohB	+	0.494757	0.505243	289	224	306	230	0	0	1049
gi|556503834|ref|NC_000913.3|	1331048	1333645	topA	+	0.482095	0.517905	694	624	721	558	0	0	2597
gi|556503834|ref|NC_000913.3|	1335831	1338506	acnA	+	0.470654	0.529346	654	667	749	605	0	0	2675
gi|556503834|ref|NC_000913.3|	1338570	1339160	ribA	-	0.498305	0.501695	142	149	147	152	0	0	590
gi|556503834|ref|NC_000913.3|	1339330	1340094	pgpB	+	0.493455	0.506545	176	173	214	201	0	0	764
gi|556503834|ref|NC_000913.3|	1340558	1341727	yciM	+	0.480753	0.519247	296	280	327	266	0	0	1169
gi|556503834|ref|NC_000913.3|	1341921	1342658	pyrF	+	0.469471	0.530529	150	176	215	196	0	0	737
gi|556503834|ref|NC_000913.3|	1344757	1346742	mr	-	0.514861	0.485139	511	501	462	511	0	0	1985
gi|556503834|ref|NC_000913.3|	1346978	1348912	rnb	-	0.467425	0.532575	434	509	521	470	0	0	1934
gi|556503834|ref|NC_000913.3|	1348980	1350107	yciW	-	0.491571	0.508429	275	266	307	279	0	0	1127
gi|556503834|ref|NC_000913.3|	1350251	1351039	fabI	-	0.467005	0.532995	198	208	212	170	0	0	788
gi|556503834|ref|NC_000913.3|	1351828	1352634	sapF	-	0.487593	0.512407	198	219	194	195	0	0	806
gi|556503834|ref|NC_000913.3|	1352636	1353628	sapD	-	0.485887	0.514113	234	262	248	248	0	0	992
gi|556503834|ref|NC_000913.3|	1353628	1354518	sapC	-	0.430337	0.569663	237	267	240	146	0	0	890
gi|556503834|ref|NC_000913.3|	1355467	1357110	sapA	-	0.457091	0.542909	389	442	450	362	0	0	1643
gi|556503834|ref|NC_000913.3|	1357802	1359187	puuP	-	0.466426	0.533574	393	383	356	253	0	0	1385
gi|556503834|ref|NC_000913.3|	1359490	1360908	puuA	-	0.464739	0.535261	330	406	353	329	0	0	1418
gi|556503834|ref|NC_000913.3|	1361120	1361884	puuD	+	0.476440	0.523560	181	187	213	183	0	0	764
gi|556503834|ref|NC_000913.3|	1361911	1362468	puuR	+	0.490126	0.509874	150	134	150	123	0	0	557
gi|556503834|ref|NC_000913.3|	1362743	1364230	puuC	+	0.426362	0.573638	341	418	435	293	0	0	1487
gi|556503834|ref|NC_000913.3|	1364232	1365512	puuB	+	0.417188	0.582812	275	370	376	259	0	0	1280
gi|556503834|ref|NC_000913.3|	1366935	1367912	pspF	-	0.483112	0.516888	234	268	237	238	0	0	977
gi|556503834|ref|NC_000913.3|	1368079	1368747	pspA	+	0.505988	0.494012	207	143	187	131	0	0	668
gi|556503834|ref|NC_000913.3|	1370216	1371895	ycjM	+	0.561048	0.438952	475	352	385	467	0	0	1679
gi|556503834|ref|NC_000913.3|	1371909	1373201	ycjN	+	0.499226	0.500774	363	306	341	282	0	0	1292
gi|556503834|ref|NC_000913.3|	1373222	1374103	ycjO	+	0.463110	0.536890	157	233	240	251	0	0	881
gi|556503834|ref|NC_000913.3|	1374090	1374932	ycjP	+	0.471496	0.528504	157	221	224	240	0	0	842
gi|556503834|ref|NC_000913.3|	1374963	1376015	ycjQ	+	0.442015	0.557985	235	279	308	230	0	0	1052
gi|556503834|ref|NC_000913.3|	1376034	1376822	ycjR	+	0.463198	0.536802	190	202	221	175	0	0	788
gi|556503834|ref|NC_000913.3|	1376832	1377887	ycjS	+	0.453081	0.546919	250	267	310	228	0	0	1055
gi|556503834|ref|NC_000913.3|	1377884	1380151	ycjT	+	0.462285	0.537715	536	568	651	512	0	0	2267
gi|556503834|ref|NC_000913.3|	1380148	1380807	ycjU	+	0.433991	0.566009	136	181	192	150	0	0	659
gi|556503834|ref|NC_000913.3|	1381947	1382852	ompG	+	0.500552	0.499448	227	193	259	226	0	0	905
gi|556503834|ref|NC_000913.3|	1382963	1383961	ycjW	-	0.545090	0.454910	268	238	216	276	0	0	998
gi|556503834|ref|NC_000913.3|	1384117	1385514	ycjX	+	0.455261	0.544739	303	357	404	333	0	0	1397
gi|556503834|ref|NC_000913.3|	1385511	1386572	ycjF	+	0.436381	0.563619	236	260	338	227	0	0	1061
gi|556503834|ref|NC_000913.3|	1386720	1388261	tyrR	+	0.478261	0.521739	363	363	441	374	0	0	1541
gi|556503834|ref|NC_000913.3|	1388305	1388811	tpx	-	0.486166	0.513834	128	126	134	118	0	0	506
gi|556503834|ref|NC_000913.3|	1388930	1389895	ycjG	+	0.452850	0.547150	215	222	306	222	0	0	965
gi|556503834|ref|NC_000913.3|	1389870	1390598	mpaA	-	0.450549	0.549451	174	196	204	154	0	0	728
gi|556503834|ref|NC_000913.3|	1391991	1392890	pgrR	+	0.533927	0.466073	230	195	224	250	0	0	899
gi|556503834|ref|NC_000913.3|	1393227	1394840	mppA	+	0.520149	0.479851	459	367	407	380	0	0	1613
gi|556503834|ref|NC_000913.3|	1394891	1395922	ynaI	-	0.567410	0.432590	318	230	216	267	0	0	1031
gi|556503834|ref|NC_000913.3|	1396076	1397092	insH1	+	0.452756	0.547244	266	284	272	194	0	0	1016
gi|556503834|ref|NC_000913.3|	1397672	1398622	uspE	-	0.493684	0.506316	212	251	230	257	0	0	950
gi|556503834|ref|NC_000913.3|	1398774	1399526	fnr	-	0.482713	0.517287	175	195	194	188	0	0	752
gi|556503834|ref|NC_000913.3|	1399721	1400236	ogt	-	0.467961	0.532039	120	149	125	121	0	0	515
gi|556503834|ref|NC_000913.3|	1400247	1401773	abgT	-	0.507208	0.492792	473	385	367	301	0	0	1526
gi|556503834|ref|NC_000913.3|	1401810	1403255	abgB	-	0.474048	0.525952	321	368	392	364	0	0	1445
gi|556503834|ref|NC_000913.3|	1403255	1404565	abgA	-	0.447328	0.552672	304	383	341	282	0	0	1310
gi|556503834|ref|NC_000913.3|	1404741	1405649	abgR	+	0.503304	0.496696	237	211	240	220	0	0	908
gi|556503834|ref|NC_000913.3|	1405979	1406542	smrA	+	0.456483	0.543517	133	144	162	124	0	0	563
gi|556503834|ref|NC_000913.3|	1406563	1407795	ydaM	-	0.522727	0.477273	314	292	296	330	0	0	1232
gi|556503834|ref|NC_000913.3|	1408050	1409033	ydaN	+	0.481180	0.518820	214	221	289	259	0	0	983
gi|556503834|ref|NC_000913.3|	1409511	1410884	dbpA	+	0.480699	0.519301	321	324	389	339	0	0	1373
gi|556503834|ref|NC_000913.3|	1412000	1413235	intR	-	0.570850	0.429150	286	292	238	419	0	0	1235
gi|556503834|ref|NC_000913.3|	1413984	1414793	recT	-	0.527812	0.472188	186	199	183	241	0	0	809
gi|556503834|ref|NC_000913.3|	1414786	1417386	recE	-	0.505769	0.494231	556	642	643	759	0	0	2600
gi|556503834|ref|NC_000913.3|	1418671	1419159	sieB	+	0.627049	0.372951	138	98	84	168	0	0	488
gi|556503834|ref|NC_000913.3|	1419765	1420241	racR	-	0.579832	0.420168	114	101	99	162	0	0	476
gi|556503834|ref|NC_000913.3|	1420684	1421106	ydaT	+	0.490521	0.509479	117	102	113	90	0	0	422
gi|556503834|ref|NC_000913.3|	1421119	1421976	ydaU	+	0.520420	0.479580	252	187	224	194	0	0	857
gi|556503834|ref|NC_000913.3|	1421983	1422729	ydaV	+	0.471850	0.528150	194	165	229	158	0	0	746
gi|556503834|ref|NC_000913.3|	1423782	1425239	trkG	+	0.619080	0.380920	341	234	321	561	0	0	1457
gi|556503834|ref|NC_000913.3|	1429049	1432411	stfR	+	0.466389	0.533611	886	865	929	682	0	0	3362
gi|556503834|ref|NC_000913.3|	1432411	1432986	tfaR	+	0.518261	0.481739	162	118	159	136	0	0	575
gi|556503834|ref|NC_000913.3|	1433084	1433674	pinR	-	0.552542	0.447458	139	140	124	187	0	0	590
gi|556503834|ref|NC_000913.3|	1435185	1435619	uspF	-	0.513825	0.486175	107	102	109	116	0	0	434
gi|556503834|ref|NC_000913.3|	1435760	1436893	ompN	-	0.533098	0.466902	293	276	253	311	0	0	1133
gi|556503834|ref|NC_000913.3|	1437260	1440784	pfo	-	0.467367	0.532633	817	945	932	830	0	0	3524
gi|556503834|ref|NC_000913.3|	1441321	1441743	hslJ	-	0.530806	0.469194	92	109	89	132	0	0	422
gi|556503834|ref|NC_000913.3|	1441854	1442843	ldhA	-	0.498483	0.501517	238	257	239	255	0	0	989
gi|556503834|ref|NC_000913.3|	1443051	1445690	ydbH	+	0.478590	0.521410	629	625	751	634	0	0	2639
gi|556503834|ref|NC_000913.3|	1446378	1447283	feaR	-	0.513812	0.486188	234	234	206	231	0	0	905
gi|556503834|ref|NC_000913.3|	1447519	1449018	feaB	+	0.465644	0.534356	341	343	458	357	0	0	1499
gi|556503834|ref|NC_000913.3|	1449076	1451349	tynA	-	0.493621	0.506379	514	586	565	608	0	0	2273
gi|556503834|ref|NC_000913.3|	1451597	1453642	paaZ	-	0.457702	0.542298	476	607	502	460	0	0	2045
gi|556503834|ref|NC_000913.3|	1453927	1454856	paaA	+	0.479010	0.520990	249	230	254	196	0	0	929
gi|556503834|ref|NC_000913.3|	1455164	1455910	paaC	+	0.469169	0.530831	182	188	208	168	0	0	746
gi|556503834|ref|NC_000913.3|	1455925	1456422	paaD	+	0.440644	0.559356	108	143	135	111	0	0	497
gi|556503834|ref|NC_000913.3|	1456430	1457500	paaE	+	0.466355	0.533645	254	264	307	245	0	0	1070
gi|556503834|ref|NC_000913.3|	1457497	1458264	paaF	+	0.453716	0.546284	183	207	212	165	0	0	767
gi|556503834|ref|NC_000913.3|	1459054	1460481	paaH	+	0.467414	0.532586	336	326	434	331	0	0	1427
gi|556503834|ref|NC_000913.3|	1460471	1460893	paaI	+	0.483412	0.516588	105	112	106	99	0	0	422
gi|556503834|ref|NC_000913.3|	1462125	1463438	paaK	+	0.481340	0.518660	315	309	372	317	0	0	1313
gi|556503834|ref|NC_000913.3|	1463539	1464489	paaX	+	0.495789	0.504211	210	216	263	261	0	0	950
gi|556503834|ref|NC_000913.3|	1464471	1465061	paaY	+	0.493220	0.506780	150	120	179	141	0	0	590
gi|556503834|ref|NC_000913.3|	1467921	1468826	insD1	-	0.449724	0.550276	193	282	216	214	0	0	905
gi|556503834|ref|NC_000913.3|	1469358	1470509	insI1	+	0.541268	0.458732	372	259	269	251	0	0	1151
gi|556503834|ref|NC_000913.3|	1474221	1475081	ydbC	+	0.468605	0.531395	191	215	242	212	0	0	860
gi|556503834|ref|NC_000913.3|	1475144	1477450	ydbD	+	0.565048	0.434952	665	447	556	638	0	0	2306
gi|556503834|ref|NC_000913.3|	1477621	1478226	ynbA	+	0.533884	0.466116	124	138	144	199	0	0	605
gi|556503834|ref|NC_000913.3|	1479138	1480895	ynbC	+	0.490609	0.509391	403	405	490	459	0	0	1757
gi|556503834|ref|NC_000913.3|	1480909	1482201	ynbD	+	0.493808	0.506192	262	291	363	376	0	0	1292
gi|556503834|ref|NC_000913.3|	1482255	1482860	azoR	-	0.479339	0.520661	145	157	158	145	0	0	605
gi|556503834|ref|NC_000913.3|	1483061	1486963	hrpA	+	0.465402	0.534598	965	971	1115	851	0	0	3902
gi|556503834|ref|NC_000913.3|	1487235	1488035	ydcF	+	0.487500	0.512500	193	207	203	197	0	0	800
gi|556503834|ref|NC_000913.3|	1488232	1489671	aldA	+	0.489924	0.510076	367	322	412	338	0	0	1439
gi|556503834|ref|NC_000913.3|	1490902	1491432	cybB	+	0.522641	0.477358	118	120	133	159	0	0	530
gi|556503834|ref|NC_000913.3|	1492470	1494110	tr	+	0.487195	0.512805	427	380	461	372	0	0	1640
gi|556503834|ref|NC_000913.3|	1494148	1495071	ydcI	-	0.494041	0.505959	240	242	225	216	0	0	923
gi|556503834|ref|NC_000913.3|	1495288	1496631	ydcJ	+	0.472822	0.527178	320	325	383	315	0	0	1343
gi|556503834|ref|NC_000913.3|	1496856	1498511	opgD	+	0.491843	0.508157	393	401	440	421	0	0	1655
gi|556503834|ref|NC_000913.3|	1498938	1499477	rimL	+	0.565863	0.434137	162	109	125	143	0	0	539
gi|556503834|ref|NC_000913.3|	1499469	1500449	ydcK	-	0.515306	0.484694	246	269	206	259	0	0	980
gi|556503834|ref|NC_000913.3|	1500573	1501565	tehA	+	0.467742	0.532258	180	234	294	284	0	0	992
gi|556503834|ref|NC_000913.3|	1502457	1503125	ydcL	+	0.552395	0.447605	198	143	156	171	0	0	668
gi|556503834|ref|NC_000913.3|	1503717	1504865	insQ	+	0.480836	0.519164	312	285	311	240	0	0	1148
gi|556503834|ref|NC_000913.3|	1504905	1506080	ydcO	-	0.469787	0.530213	338	333	290	214	0	0	1175
gi|556503834|ref|NC_000913.3|	1506172	1506708	ydcN	+	0.505597	0.494403	130	134	131	141	0	0	536
gi|556503834|ref|NC_000913.3|	1506781	1508742	ydcP	+	0.489546	0.510454	499	478	523	461	0	0	1961
gi|556503834|ref|NC_000913.3|	1509508	1509924	hicB	+	0.543269	0.456731	108	95	95	118	0	0	416
gi|556503834|ref|NC_000913.3|	1510003	1511409	ydcR	+	0.485775	0.514225	337	347	376	346	0	0	1406
gi|556503834|ref|NC_000913.3|	1511654	1512799	ydcS	+	0.471616	0.528384	292	287	318	248	0	0	1145
gi|556503834|ref|NC_000913.3|	1512817	1513830	ydcT	+	0.455084	0.544916	221	249	303	240	0	0	1013
gi|556503834|ref|NC_000913.3|	1513831	1514772	ydcU	+	0.469713	0.530287	161	237	262	281	0	0	941
gi|556503834|ref|NC_000913.3|	1514762	1515556	ydcV	+	0.459698	0.540302	144	202	227	221	0	0	794
gi|556503834|ref|NC_000913.3|	1515578	1517002	patD	+	0.467697	0.532303	338	318	440	328	0	0	1424
gi|556503834|ref|NC_000913.3|	1517882	1518331	ydcZ	-	0.481069	0.518931	140	126	107	76	0	0	449
gi|556503834|ref|NC_000913.3|	1518328	1518846	mnaT	-	0.467181	0.532819	129	155	121	113	0	0	518
gi|556503834|ref|NC_000913.3|	1519027	1520064	curA	+	0.476374	0.523626	242	222	321	252	0	0	1037
gi|556503834|ref|NC_000913.3|	1520262	1520927	mcbR	+	0.562406	0.437594	205	135	156	169	0	0	665
gi|556503834|ref|NC_000913.3|	1520963	1523065	yncD	-	0.489058	0.510942	482	571	503	546	0	0	2102
gi|556503834|ref|NC_000913.3|	1523307	1524368	yncE	+	0.492931	0.507069	287	255	283	236	0	0	1061
gi|556503834|ref|NC_000913.3|	1524481	1525980	ansP	-	0.479653	0.520347	435	439	341	284	0	0	1499
gi|556503834|ref|NC_000913.3|	1526247	1526864	yncG	+	0.525122	0.474878	150	130	163	174	0	0	617
gi|556503834|ref|NC_000913.3|	1531816	1532952	ydcC	+	0.581866	0.418134	368	200	275	293	0	0	1136
gi|556503834|ref|NC_000913.3|	1533282	1533851	yddH	-	0.486819	0.513181	145	173	119	132	0	0	569
gi|556503834|ref|NC_000913.3|	1534024	1534869	hoA	+	0.485207	0.514793	186	186	249	224	0	0	845
gi|556503834|ref|NC_000913.3|	1534965	1535858	yddE	-	0.479283	0.520717	208	240	225	220	0	0	893
gi|556503834|ref|NC_000913.3|	1535937	1536617	arV	-	0.472059	0.527941	196	195	164	125	0	0	680
gi|556503834|ref|NC_000913.3|	1536614	1537309	arW	-	0.435971	0.564029	146	216	176	157	0	0	695
gi|556503834|ref|NC_000913.3|	1537309	1538853	arY	-	0.456606	0.543394	316	429	410	389	0	0	1544
gi|556503834|ref|NC_000913.3|	1538850	1542590	arZ	-	0.449465	0.550535	785	1013	1046	896	0	0	3740
gi|556503834|ref|NC_000913.3|	1542672	1544060	arU	-	0.510086	0.489914	432	352	328	276	0	0	1388
gi|556503834|ref|NC_000913.3|	1546288	1547169	yddG	-	0.502838	0.497162	262	232	206	181	0	0	881
gi|556503834|ref|NC_000913.3|	1547401	1550448	fdnG	+	0.458156	0.541844	742	781	870	654	0	0	3047
gi|556503834|ref|NC_000913.3|	1550461	1551345	fdnH	+	0.449095	0.550905	208	222	265	189	0	0	884
gi|556503834|ref|NC_000913.3|	1551338	1551991	fdnI	+	0.502297	0.497703	154	139	186	174	0	0	653
gi|556503834|ref|NC_000913.3|	1552828	1553838	adhP	-	0.475248	0.524752	237	301	229	243	0	0	1010
gi|556503834|ref|NC_000913.3|	1553972	1555669	maeA	-	0.479670	0.520330	382	449	434	432	0	0	1697
gi|556503834|ref|NC_000913.3|	1556625	1557056	osmC	+	0.498840	0.501160	125	95	121	90	0	0	431
gi|556503834|ref|NC_000913.3|	1557112	1558038	ddpF	-	0.454644	0.545356	215	260	245	206	0	0	926
gi|556503834|ref|NC_000913.3|	1558031	1559017	ddpD	-	0.458418	0.541582	232	279	255	220	0	0	986
gi|556503834|ref|NC_000913.3|	1559014	1559910	ddpC	-	0.468750	0.531250	242	254	222	178	0	0	896
gi|556503834|ref|NC_000913.3|	1559907	1560929	ddpB	-	0.450098	0.549902	289	303	259	171	0	0	1022
gi|556503834|ref|NC_000913.3|	1560931	1562481	ddpA	-	0.496129	0.503871	334	387	394	435	0	0	1550
gi|556503834|ref|NC_000913.3|	1562495	1563076	ddpX	-	0.469880	0.530120	142	149	159	131	0	0	581
gi|556503834|ref|NC_000913.3|	1563334	1565733	dosP	-	0.497707	0.502293	570	612	593	624	0	0	2399
gi|556503834|ref|NC_000913.3|	1565758	1567140	dosC	-	0.556440	0.443560	374	323	290	395	0	0	1382
gi|556503834|ref|NC_000913.3|	1567504	1568823	yddW	-	0.476118	0.523882	289	341	350	339	0	0	1319
gi|556503834|ref|NC_000913.3|	1568954	1570489	adC	-	0.518567	0.481433	459	374	365	337	0	0	1535
gi|556503834|ref|NC_000913.3|	1570645	1572045	adB	-	0.466429	0.533571	324	376	371	329	0	0	1400
gi|556503834|ref|NC_000913.3|	1575247	1577619	yddB	-	0.540051	0.459949	605	544	547	676	0	0	2372
gi|556503834|ref|NC_000913.3|	1579633	1580790	ydeM	-	0.612792	0.387208	349	230	218	360	0	0	1157
gi|556503834|ref|NC_000913.3|	1582926	1583687	ydeO	-	0.604468	0.395532	232	152	149	228	0	0	761
gi|556503834|ref|NC_000913.3|	1584207	1586486	ydeP	-	0.496709	0.503291	548	606	541	584	0	0	2279
gi|556503834|ref|NC_000913.3|	1587793	1588296	ydeR	-	0.550696	0.449304	124	117	109	153	0	0	503
gi|556503834|ref|NC_000913.3|	1590854	1592176	hipA	-	0.518911	0.481089	318	348	288	368	0	0	1322
gi|556503834|ref|NC_000913.3|	1598617	1600209	lsrK	-	0.478015	0.521985	387	441	390	374	0	0	1592
gi|556503834|ref|NC_000913.3|	1600288	1601241	lsrR	-	0.492130	0.507870	235	275	209	234	0	0	953
gi|556503834|ref|NC_000913.3|	1601490	1603025	lsrA	+	0.466449	0.533551	361	403	416	355	0	0	1535
gi|556503834|ref|NC_000913.3|	1603019	1604047	lsrC	+	0.462062	0.537938	189	240	313	286	0	0	1028
gi|556503834|ref|NC_000913.3|	1604047	1605039	lsrD	+	0.466734	0.533266	169	252	277	294	0	0	992
gi|556503834|ref|NC_000913.3|	1605051	1606073	lsrB	+	0.502935	0.497065	283	233	275	231	0	0	1022
gi|556503834|ref|NC_000913.3|	1607346	1608104	tam	+	0.460422	0.539578	165	204	205	184	0	0	758
gi|556503834|ref|NC_000913.3|	1608108	1609022	yneE	-	0.519694	0.480306	274	206	233	201	0	0	914
gi|556503834|ref|NC_000913.3|	1610907	1611854	yneF	-	0.495248	0.504752	261	266	212	208	0	0	947
gi|556503834|ref|NC_000913.3|	1612325	1613251	lsB	-	0.479482	0.520518	242	275	207	202	0	0	926
gi|556503834|ref|NC_000913.3|	1613315	1614703	sad	-	0.469020	0.530980	321	425	312	330	0	0	1388
gi|556503834|ref|NC_000913.3|	1614804	1615685	yneJ	+	0.464245	0.535755	192	227	245	217	0	0	881
gi|556503834|ref|NC_000913.3|	1615763	1616878	yneK	+	0.601794	0.398206	344	252	192	327	0	0	1115
gi|556503834|ref|NC_000913.3|	1617028	1618218	ydeA	+	0.486555	0.513445	223	279	332	356	0	0	1190
gi|556503834|ref|NC_000913.3|	1618243	1618908	marC	-	0.488722	0.511278	187	193	147	138	0	0	665
gi|556503834|ref|NC_000913.3|	1619120	1619554	marR	+	0.506912	0.493088	117	100	114	103	0	0	434
gi|556503834|ref|NC_000913.3|	1620238	1621137	amA	-	0.501669	0.498331	282	261	187	169	0	0	899
gi|556503834|ref|NC_000913.3|	1621332	1622519	ydeE	+	0.501264	0.498736	232	294	298	363	0	0	1187
gi|556503834|ref|NC_000913.3|	1625335	1627380	dcp	-	0.500244	0.499756	506	544	478	517	0	0	2045
gi|556503834|ref|NC_000913.3|	1627517	1628263	ydfG	+	0.493298	0.506702	188	170	208	180	0	0	746
gi|556503834|ref|NC_000913.3|	1628352	1629038	rspR	+	0.498542	0.501458	178	178	166	164	0	0	686
gi|556503834|ref|NC_000913.3|	1633622	1634212	pinQ	+	0.550847	0.449153	189	125	140	136	0	0	590
gi|556503834|ref|NC_000913.3|	1634310	1634885	tfaQ	-	0.518261	0.481739	136	159	118	162	0	0	575
gi|556503834|ref|NC_000913.3|	1634885	1635847	stfQ	-	0.472973	0.527027	210	254	253	245	0	0	962
gi|556503834|ref|NC_000913.3|	1639524	1640057	rrrQ	-	0.493433	0.506567	125	152	118	138	0	0	533
gi|556503834|ref|NC_000913.3|	1642489	1643241	quuQ	-	0.519947	0.480053	180	215	146	211	0	0	752
gi|556503834|ref|NC_000913.3|	1643255	1644304	ydfU	-	0.477598	0.522402	246	287	261	255	0	0	1049
gi|556503834|ref|NC_000913.3|	1647934	1648341	dicA	+	0.562654	0.437346	142	98	80	87	0	0	407
gi|556503834|ref|NC_000913.3|	1653927	1655141	rspA	-	0.492586	0.507414	308	317	299	290	0	0	1214
gi|556503834|ref|NC_000913.3|	1656184	1656744	speG	+	0.530357	0.469643	152	126	137	145	0	0	560
gi|556503834|ref|NC_000913.3|	1658069	1660495	ynfE	+	0.492168	0.507832	659	629	603	535	0	0	2426
gi|556503834|ref|NC_000913.3|	1660556	1662979	ynfF	+	0.487825	0.512175	651	613	628	531	0	0	2423
gi|556503834|ref|NC_000913.3|	1662990	1663607	ynfG	+	0.470016	0.529984	146	166	161	144	0	0	617
gi|556503834|ref|NC_000913.3|	1663609	1664463	ynfH	+	0.473068	0.526932	151	206	244	253	0	0	854
gi|556503834|ref|NC_000913.3|	1664506	1665120	dmsD	+	0.465798	0.534202	125	150	178	161	0	0	614
gi|556503834|ref|NC_000913.3|	1665315	1666571	clcB	+	0.457006	0.542994	230	332	350	344	0	0	1256
gi|556503834|ref|NC_000913.3|	1666524	1667219	ynfK	-	0.477698	0.522302	156	198	165	176	0	0	695
gi|556503834|ref|NC_000913.3|	1667344	1668564	mlc	-	0.477049	0.522951	299	341	297	283	0	0	1220
gi|556503834|ref|NC_000913.3|	1668699	1669592	ynfL	-	0.472564	0.527436	232	247	224	190	0	0	893
gi|556503834|ref|NC_000913.3|	1669699	1670952	ynfM	+	0.470870	0.529130	219	327	336	371	0	0	1253
gi|556503834|ref|NC_000913.3|	1671960	1672781	ydgD	+	0.478685	0.521315	194	194	234	199	0	0	821
gi|556503834|ref|NC_000913.3|	1673913	1674947	tqsA	+	0.497099	0.502901	201	241	279	313	0	0	1034
gi|556503834|ref|NC_000913.3|	1674972	1676360	pntB	-	0.473343	0.526657	366	411	320	291	0	0	1388
gi|556503834|ref|NC_000913.3|	1676371	1677903	pntA	-	0.475196	0.524804	354	445	359	374	0	0	1532
gi|556503834|ref|NC_000913.3|	1678427	1679371	ydgH	+	0.488347	0.511653	253	241	242	208	0	0	944
gi|556503834|ref|NC_000913.3|	1679557	1680939	ydgI	+	0.464544	0.535456	255	351	389	387	0	0	1382
gi|556503834|ref|NC_000913.3|	1680976	1681698	folM	+	0.490305	0.509695	181	182	186	173	0	0	722
gi|556503834|ref|NC_000913.3|	1682159	1682878	rstA	+	0.506259	0.493741	185	181	174	179	0	0	719
gi|556503834|ref|NC_000913.3|	1684259	1685188	tus	+	0.491927	0.508073	242	245	227	215	0	0	929
gi|556503834|ref|NC_000913.3|	1685185	1686588	fumC	-	0.461867	0.538133	291	404	351	357	0	0	1403
gi|556503834|ref|NC_000913.3|	1686731	1688377	fumA	-	0.484204	0.515796	364	452	397	433	0	0	1646
gi|556503834|ref|NC_000913.3|	1688576	1689751	manA	+	0.491915	0.508085	296	298	299	282	0	0	1175
gi|556503834|ref|NC_000913.3|	1689852	1691360	ydgA	+	0.509284	0.490716	447	345	395	321	0	0	1508
gi|556503834|ref|NC_000913.3|	1691586	1692851	uidC	-	0.528063	0.471937	344	356	241	324	0	0	1265
gi|556503834|ref|NC_000913.3|	1692890	1694263	uidB	-	0.481428	0.518572	386	377	335	275	0	0	1373
gi|556503834|ref|NC_000913.3|	1694260	1696071	uidA	-	0.477084	0.522916	399	513	434	465	0	0	1811
gi|556503834|ref|NC_000913.3|	1696462	1697052	uidR	-	0.489830	0.510170	137	155	146	152	0	0	590
gi|556503834|ref|NC_000913.3|	1697273	1698040	hdhA	-	0.526727	0.473273	199	192	171	205	0	0	767
gi|556503834|ref|NC_000913.3|	1698152	1699180	malI	-	0.460117	0.539883	241	307	248	232	0	0	1028
gi|556503834|ref|NC_000913.3|	1699355	1700947	malX	+	0.472362	0.527638	323	418	422	429	0	0	1592
gi|556503834|ref|NC_000913.3|	1700957	1702129	malY	+	0.489761	0.510239	271	283	315	303	0	0	1172
